Formula,A,B,ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,r_A6,r_B,EN_A,EN_B,R_A,IE_A,D_A,TC_A,VLC_A,MP_A,BP_A,CR_A,VR_A,AM_A,R_B,IE_B,D_B,TC_B,VLC_B,MP_B,BP_B,CR_B,VR_B,AM_B,Cubic,Hexagonal,Monoclinic,Orthorhombic,Tetragonal,Triclinic,Trigonal
AgAcO3,Ag,Ac,2.666666667,3.25,22.71762325,24.35614422,1.51,2.34,0.8,0.75200245,243.937999,189.794791,185.507196,0.928571429,1.28,0.95,1.12,1.93,1.1,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775,0,0,0,1,0,0,0
AgAlO3,Ag,Al,2.666666667,2.383333333,22.71762325,17.17139441,1.51,1.83,0.385714286,0.976827925,244.990784,189.794791,186.698599,0.943298969,1.28,0.95,0.54,1.93,1.61,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,0,0,0,1,0,0,0
AgAsO3,Ag,As,2.666666667,1.983333333,22.71762325,20.05150846,1.51,1.26,0.328571429,1.018842029,242.994375,189.794791,184.857116,0.677419355,1.28,0.95,0.46,1.93,2.18,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159,0,0,1,1,1,0,1
AgAuO3,Ag,Au,2.666666667,2.4,22.71762325,24.6013613,1.51,0.9,0.664285714,0.813324538,243.966511,189.794791,185.9271,0.386266094,1.28,0.95,0.93,1.93,2.54,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,1,0,0,1,0,0,0
AgBaO3,Ag,Ba,2.666666667,4.216666667,22.71762325,18.39587932,1.51,2.55,0.964285714,0.689107699,243.902656,189.794791,185.414775,0.927272727,1.28,0.95,1.35,1.93,0.89,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,0,0,0,1,0,0,0
AgBeO3,Ag,Be,2.666666667,1.866666667,22.71762325,28.69757174,1.51,1.87,0.321428571,1.024349283,219.988336,189.794791,161.685279,1.010810811,1.28,0.95,0.45,1.93,1.57,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,112,900,1.85,200.0,2,1560.0,2744.0,96,153,9.012183,1,0,0,0,0,0,0
AgBiO3,Ag,Bi,2.666666667,2.633333333,22.71762325,10.01747609,1.51,1.42,0.542857143,0.877336191,243.999271,189.794791,185.818524,0.657407407,1.28,0.95,0.76,1.93,2.02,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804,0,0,0,1,0,0,1
AgBO3,Ag,B,2.666666667,1.45,22.71762325,43.19352465,1.51,1.4,0.192857143,0.910347054,207.998911,189.794791,149.8236,0.838323353,0.75,0.95,0.27,1.93,2.04,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,1,0,0,0,0,0,1
AgCaO3,Ag,Ca,2.666666667,3.233333333,22.71762325,20.51140545,1.51,2.44,0.714285714,0.789602572,294.922159,189.794791,236.464176,1.016666667,1.28,0.95,1.0,1.93,1.0,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08,0,0,0,0,0,0,1
AgCdO3,Ag,Cd,2.666666667,2.516666667,22.71762325,10.93119941,1.51,1.75,0.678571429,0.806402627,246.994816,189.794791,188.724375,0.744680851,1.28,0.95,0.95,1.93,1.69,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,151,868,8.69,120.0,12,594.22,1040.0,123,158,112.41,1,0,0,0,0,0,0
AgCeO3,Ag,Ce,2.666666667,3.3,22.71762325,19.70198675,1.51,2.32,0.671428571,0.809848792,243.940951,189.794791,185.515584,0.991452991,1.28,0.95,0.94,1.93,1.12,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,0,0,0,1,0,0,0
AgCoO3,Ag,Co,2.666666667,2.083333333,22.71762325,32.52391464,1.51,1.56,0.45,0.933520283,219.999775,189.794791,161.780976,0.768472906,1.28,0.95,0.63,1.93,1.88,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,125,760,8.86,100.0,9,1768.0,3200.0,96,192,58.93319,0,0,0,1,0,0,0
AgCrO3,Ag,Cr,2.666666667,2.133333333,22.71762325,40.10301692,1.51,1.78,0.35,1.002669933,237.993439,189.794791,179.714844,0.941798942,1.28,0.95,0.49,1.93,1.66,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996,0,0,0,1,0,0,0
AgCsO3,Ag,Cs,2.666666667,4.966666667,22.71762325,5.548013245,1.51,2.65,1.192857143,0.617278884,243.883036,189.794791,185.367975,0.863192182,1.28,0.95,1.67,1.93,0.79,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,298,376,1.873,58.0,3,301.59,944.0,120,343,132.905452,1,0,0,0,0,0,0
AgCuO3,Ag,Cu,2.666666667,2.25,22.71762325,24.97737307,1.51,1.54,0.485714286,0.911079891,229.999919,189.794791,171.786556,0.740384615,1.28,0.95,0.68,1.93,1.9,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55,0,0,0,1,0,0,0
AgDyO3,Ag,Dy,2.666666667,3.133333333,22.71762325,30.99705666,1.51,2.22,0.707142857,0.792906349,243.954631,189.794791,185.556444,0.928870293,1.28,0.95,0.99,1.93,1.22,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5,1,0,0,0,0,0,0
AgErO3,Ag,Er,2.666666667,3.15,22.71762325,33.14937454,1.51,2.2,0.635714286,0.82753108,243.957151,189.794791,185.5644,0.96069869,1.28,0.95,0.89,1.93,1.24,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26,1,0,0,0,0,0,0
AgEuO3,Ag,Eu,2.666666667,3.3,22.71762325,20.14348786,1.51,2.24,0.757142857,0.770343973,243.952039,189.794791,185.548416,0.910569106,1.28,0.95,1.06,1.93,1.2,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,198,547,5.243,100.0,3,1095.0,1802.0,120,233,151.964,0,0,0,1,0,0,0
AgFeO3,Ag,Fe,2.666666667,2.1,22.71762325,33.31493745,1.51,1.61,0.478571429,0.915481243,222.9991,189.794791,164.766711,0.777777778,1.28,0.95,0.67,1.93,1.83,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84,0,0,0,1,0,0,0
AgGaO3,Ag,Ga,2.666666667,2.25,22.71762325,5.572295806,1.51,1.63,0.442857143,0.93814167,245.998704,189.794791,187.760879,0.806930693,1.28,0.95,0.62,1.93,1.81,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723,0,0,0,1,0,0,0
AgGdO3,Ag,Gd,2.666666667,3.216666667,22.71762325,29.17586461,1.51,2.24,0.671428571,0.809848792,243.952039,189.794791,185.548416,0.957264957,1.28,0.95,0.94,1.93,1.2,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,193,593,7.895,91.0,4,1586.0,3546.0,120,237,157.25,1,0,0,0,0,0,0
AgGeO3,Ag,Ge,2.666666667,2.033333333,22.71762325,22.28476821,1.51,1.43,0.45,0.933520283,243.999424,189.794791,185.815959,0.704433498,1.28,0.95,0.63,1.93,2.01,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63,0,0,0,1,0,0,0
AgHfO3,Ag,Hf,2.666666667,2.916666667,22.71762325,46.10007358,1.51,2.14,0.507142857,0.898126149,243.964279,189.794791,185.587836,1.014218009,1.28,0.95,0.71,1.93,1.3,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49,0,0,0,1,0,0,0
AgHgO3,Ag,Hg,2.666666667,2.516666667,22.71762325,4.310522443,1.51,1.44,0.792857143,0.754998476,243.999559,189.794791,185.813376,0.573705179,1.28,0.95,1.11,1.93,2.0,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59,1,0,0,0,0,0,0
AgHoO3,Ag,Ho,2.666666667,3.166666667,22.71762325,32.13760118,1.51,2.21,0.642857143,0.823933119,243.9559,189.794791,185.560431,0.960869565,1.28,0.95,0.9,1.93,1.23,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033,1,0,0,0,0,0,0
AgInO3,Ag,In,2.666666667,2.766666667,22.71762325,7.905629139,1.51,1.66,0.571428571,0.861384624,245.997975,189.794791,187.751996,0.754545455,1.28,0.95,0.8,1.93,1.78,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818,1,0,0,0,0,0,0
AgIrO3,Ag,Ir,2.666666667,2.266666667,22.71762325,50.01839588,1.51,1.24,0.407142857,0.961952372,243.993439,189.794791,185.861616,0.629441624,1.28,0.95,0.57,1.93,2.2,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22,0,0,0,0,0,0,1
AgKO3,Ag,K,2.666666667,4.05,22.71762325,6.190765269,1.51,2.62,0.985714286,0.681671285,319.889111,189.794791,261.382204,0.942446043,1.28,0.95,1.38,1.93,0.82,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,243,419,0.862,140.0,1,336.53,1032.0,196,275,39.0983,1,0,0,0,0,0,0
AgLaO3,Ag,La,2.666666667,3.25,22.71762325,21.90949227,1.51,2.34,0.735714286,0.779854392,243.937999,189.794791,185.507196,0.962962963,1.28,0.95,1.03,1.93,1.1,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,195,538,6.145,17.0,5,1191.0,3737.0,120,240,138.9055,0,0,0,1,0,0,0
AgLiO3,Ag,Li,2.666666667,2.783333333,22.71762325,8.345290655,1.51,2.46,0.542857143,0.877336191,251.918775,189.794791,193.455356,1.138888889,1.28,0.95,0.76,1.93,0.98,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,1,0,0,0,0,0,0
AgLuO3,Ag,Lu,2.666666667,2.9,22.71762325,35.61442237,1.51,2.17,0.614285714,0.838516006,243.960796,189.794791,185.576199,0.960176991,1.28,0.95,0.86,1.93,1.27,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,1,0,0,0,0,0,0
AgMgO3,Ag,Mg,2.666666667,2.416666667,22.71762325,16.97939662,1.51,2.13,0.514285714,0.893889705,264.965404,189.794791,206.591679,1.004716981,1.28,0.95,0.72,1.93,1.31,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,145,738,1.738,190.0,2,923.0,1363.0,141,173,24.305,1,0,0,0,0,0,0
AgMnO3,Ag,Mn,2.666666667,2.116666667,22.71762325,27.94334069,1.51,1.89,0.442857143,0.93814167,226.987004,189.794791,168.678511,0.935643564,1.28,0.95,0.62,1.93,1.55,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804,0,0,0,1,0,0,0
AgMoO3,Ag,Mo,2.666666667,2.316666667,22.71762325,53.27446652,1.51,1.28,0.435714286,0.942809042,249.995239,189.794791,191.852544,0.63681592,1.28,0.95,0.61,1.93,2.16,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,139,684,10.22,94.0,6,2896.0,4912.0,126,209,95.95,1,0,0,0,0,0,0
AgNaO3,Ag,Na,2.666666667,3.166666667,22.71762325,6.823951435,1.51,2.51,0.728571429,0.783076931,289.91,189.794791,231.432991,1.037190083,1.28,0.95,1.02,1.93,0.93,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,190,496,0.971,85.0,1,370.95,1156.0,166,227,22.9897693,1,0,0,0,0,0,0
AgNbO3,Ag,Nb,2.666666667,2.433333333,22.71762325,50.58866814,1.51,1.84,0.457142857,0.928944203,248.990199,189.794791,190.695296,0.901960784,1.28,0.95,0.64,1.93,1.6,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,146,652,8.57,31.0,5,2750.0,5017.0,125,207,92.90637,0,0,0,0,0,0,1
AgNdO3,Ag,Nd,2.666666667,3.333333333,22.71762325,23.80426784,1.51,2.3,0.7,0.796237888,243.943831,189.794791,185.5239,0.966386555,1.28,0.95,0.98,1.93,1.14,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,1,0,0,0,0,0,0
AgNiO3,Ag,Ni,2.666666667,2.066666667,22.71762325,31.78807947,1.51,1.53,0.421428571,0.952284509,221.999964,189.794791,163.789319,0.768844221,1.28,0.95,0.59,1.93,1.91,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,0,0,0,1,0,0,0
AgNpO3,Ag,Np,2.666666667,2.916666667,22.71762325,16.86902134,1.51,2.08,0.614285714,0.838516006,243.970759,189.794791,185.610624,0.920353982,1.28,0.95,0.86,1.93,1.36,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,175,604,20.45,17.0,9,917.0,4175.0,120,221,237.048172,0,0,0,1,0,0,0
AgOsO3,Ag,Os,2.666666667,2.283333333,22.71762325,60.81677704,1.51,1.24,0.407142857,0.961952372,243.993439,189.794791,185.861616,0.629441624,1.28,0.95,0.57,1.93,2.2,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,137,840,22.61,23.0,16,3306.0,5285.0,120,216,190.2,0,0,0,0,0,0,1
AgPaO3,Ag,Pa,2.666666667,3.0,22.71762325,33.94039735,1.51,1.94,0.65,0.820366309,243.983359,189.794791,185.661276,0.83982684,1.28,0.95,0.91,1.93,1.5,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,180,568,15.37,58.0,7,1845.0,4026.0,120,243,231.03588,0,0,0,0,0,0,1
AgPbO3,Ag,Pb,2.666666667,2.916666667,22.71762325,11.04874908,1.51,1.11,0.707142857,0.792906349,243.9856,189.794791,185.889111,0.464435146,1.28,0.95,0.99,1.93,2.33,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0,0,0,0,1,0,0,1
AgPdO3,Ag,Pd,2.666666667,2.283333333,22.71762325,33.6285872,1.51,1.24,0.535714286,0.881416825,248.993439,189.794791,190.861616,0.576744186,1.28,0.95,0.75,1.93,2.2,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,137,804,12.02,91.0,10,1828.05,3236.0,125,163,106.42,0,0,0,1,0,0,0
AgPmO3,Ag,Pm,2.666666667,3.35,22.71762325,24.19058131,1.51,2.31,0.692857143,0.799597542,243.9424,189.794791,185.519751,0.974683544,1.28,0.95,0.97,1.93,1.13,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,201,540,7.26,7.7,1,1315.0,3273.0,120,236,144.91276,1,0,0,0,0,0,0
AgPrO3,Ag,Pr,2.666666667,3.333333333,22.71762325,22.1486387,1.51,2.31,0.657142857,0.816830247,243.9424,189.794791,185.519751,0.995689655,1.28,0.95,0.92,1.93,1.13,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,200,527,6.773,31.0,7,1204.0,3793.0,120,239,140.90766,0,0,0,1,0,0,0
AgPtO3,Ag,Pt,2.666666667,2.316666667,22.71762325,37.55610743,1.51,1.16,0.478571429,0.915481243,243.988975,189.794791,185.878896,0.560386473,1.28,0.95,0.67,1.93,2.28,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,139,870,21.46,94.0,18,2041.55,4098.0,120,209,195.08,0,0,0,1,0,0,0
AgPuO3,Ag,Pu,2.666666667,2.916666667,22.71762325,16.79543782,1.51,2.16,0.592857143,0.84979649,243.961975,189.794791,185.580096,0.968609865,1.28,0.95,0.83,1.93,1.28,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,175,585,19.84,23.0,10,913.0,3501.0,120,243,244.0642,0,0,0,1,0,0,0
AgRbO3,Ag,Rb,2.666666667,5.05,22.71762325,5.747976453,1.51,2.62,1.085714286,0.648988416,240.889111,189.794791,182.382204,0.897260274,1.28,0.95,1.52,1.93,0.82,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,303,403,1.532,58.0,1,312.46,961.0,117,303,85.468,1,0,0,0,0,0,0
AgReO3,Ag,Re,2.666666667,2.283333333,22.71762325,63.63134658,1.51,1.54,0.414285714,0.957094027,243.999919,189.794791,185.786556,0.777777778,1.28,0.95,0.58,1.93,1.9,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,137,760,21.02,17.0,15,3459.0,5869.0,120,217,186.207,1,0,0,0,0,0,0
AgRhO3,Ag,Rh,2.666666667,2.25,22.71762325,41.15158205,1.51,1.16,0.435714286,0.942809042,248.988975,189.794791,190.878896,0.577114428,1.28,0.95,0.61,1.93,2.28,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055,0,0,0,1,0,0,0
AgRuO3,Ag,Ru,2.666666667,2.266666667,22.71762325,47.9580574,1.51,1.24,0.407142857,0.961952372,249.993439,189.794791,191.861616,0.629441624,1.28,0.95,0.57,1.93,2.2,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,136,710,12.37,79.0,8,2607.0,4423.0,126,207,101.1,1,0,0,0,0,0,1
AgSbO3,Ag,Sb,2.666666667,2.316666667,22.71762325,16.62582781,1.51,1.39,0.428571429,0.947523087,243.998704,189.794791,185.826111,0.695,1.28,0.95,0.6,1.93,2.05,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,139,834,6.685,50.0,15,903.78,1860.0,120,206,121.76,1,0,1,1,0,1,1
AgScO3,Ag,Sc,2.666666667,2.7,22.71762325,33.37012509,1.51,2.08,0.535714286,0.881416825,271.970759,189.794791,213.610624,0.96744186,1.28,0.95,0.75,1.93,1.36,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591,0,0,0,1,0,0,0
AgSiO3,Ag,Si,2.666666667,1.966666667,22.71762325,31.03384842,1.51,1.54,0.285714286,1.05280343,234.999919,189.794791,176.786556,0.855555556,1.28,0.95,0.4,1.93,1.9,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,118,787,2.3296,140.0,4,1687.0,3538.0,111,210,28.085,0,0,0,0,1,0,0
AgSmO3,Ag,Sm,2.666666667,3.333333333,22.71762325,24.77924945,1.51,2.27,0.685714286,0.802985667,243.948016,189.794791,185.536239,0.961864407,1.28,0.95,0.96,1.93,1.17,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,200,545,7.52,79.0,2,1347.0,2067.0,120,229,150.4,1,0,0,0,0,0,0
AgSnO3,Ag,Sn,2.666666667,2.35,22.71762325,9.291390728,1.51,1.48,0.492857143,0.906720657,244.999919,189.794791,186.802864,0.708133971,1.28,0.95,0.69,1.93,1.96,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,0,0,0,1,0,0,0
AgSrO3,Ag,Sr,2.666666667,4.15,22.71762325,19.31567329,1.51,2.49,0.842857143,0.734514021,244.913564,189.794791,186.441991,0.965116279,1.28,0.95,1.18,1.93,0.95,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,0,0,0,1,0,0,0
AgTaO3,Ag,Ta,2.666666667,2.433333333,22.71762325,60.52244297,1.51,1.94,0.457142857,0.928944203,243.983359,189.794791,185.661276,0.950980392,1.28,0.95,0.64,1.93,1.5,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,146,761,16.654,58.0,13,3290.0,5731.0,120,217,180.9479,0,0,0,0,0,0,1
AgTbO3,Ag,Tb,2.666666667,3.2,22.71762325,29.96688742,1.51,2.24,0.6,0.846002756,243.952039,189.794791,185.548416,1.0,1.28,0.95,0.84,1.93,1.2,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,192,566,8.229,400.0,5,1629.0,3503.0,120,221,158.92535,1,0,0,0,0,0,0
AgTcO3,Ag,Tc,2.666666667,2.283333333,22.71762325,44.70198675,1.51,1.54,0.428571429,0.947523087,249.999919,189.794791,191.786556,0.77,1.28,0.95,0.6,1.93,1.9,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,137,702,11.5,7.7,7,2430.0,4538.0,126,209,96.90636,0,0,0,0,0,0,1
AgTeO3,Ag,Te,2.666666667,2.216666667,22.71762325,13.29396615,1.51,1.34,0.55,0.873293168,243.997399,189.794791,185.838396,0.617511521,1.28,0.95,0.77,1.93,2.1,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6,0,0,1,1,0,0,0
AgThO3,Ag,Th,2.666666667,3.0,22.71762325,37.21486387,1.51,2.14,0.671428571,0.809848792,243.964279,189.794791,185.587836,0.914529915,1.28,0.95,0.94,1.93,1.3,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,180,587,11.72,0.00943,6,2023.0,5061.0,120,237,232.038,1,0,0,0,0,0,0
AgTiO3,Ag,Ti,2.666666667,2.333333333,22.71762325,35.70640177,1.51,1.9,0.507142857,0.898126149,259.986311,189.794791,201.6751,0.900473934,1.28,0.95,0.71,1.93,1.54,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,0,0,0,1,0,0,0
AgTlO3,Ag,Tl,2.666666667,2.833333333,22.71762325,10.61442237,1.51,1.82,0.857142857,0.728863913,243.991351,189.794791,185.701884,0.7,1.28,0.95,1.2,1.93,1.62,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,1,0,0,0,0,0,0
AgTmO3,Ag,Tm,2.666666667,3.133333333,22.71762325,33.44370861,1.51,2.19,0.685714286,0.802985667,243.958384,189.794791,185.568351,0.927966102,1.28,0.95,0.96,1.93,1.25,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,188,597,9.321,50.0,9,1818.0,2223.0,120,227,168.93422,1,0,0,0,0,0,0
AgUO3,Ag,U,2.666666667,2.916666667,22.71762325,25.90139809,1.51,2.06,0.542857143,0.877336191,243.972775,189.794791,185.618076,0.953703704,1.28,0.95,0.76,1.93,1.38,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289,0,0,0,0,0,0,1
AgVO3,Ag,V,2.666666667,2.233333333,22.71762325,40.15820456,1.51,1.81,0.385714286,0.976827925,248.9919,189.794791,190.705151,0.932989691,1.28,0.95,0.54,1.93,1.63,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415,0,0,0,0,1,0,0
AgWO3,Ag,W,2.666666667,2.316666667,22.71762325,67.9727741,1.51,1.08,0.442857143,0.93814167,243.983359,189.794791,185.895024,0.534653465,1.28,0.95,0.62,1.93,2.36,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,139,770,19.25,35.0,14,3695.0,5828.0,120,210,183.84,1,0,0,0,0,0,0
AgYbO3,Ag,Yb,2.666666667,3.083333333,22.71762325,20.08830022,1.51,2.34,0.678571429,0.806402627,243.937999,189.794791,185.507196,0.995744681,1.28,0.95,0.95,1.93,1.1,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,185,603,6.965,0.52,10,1092.0,1469.0,120,242,173.05,0,0,0,1,0,0,0
AgYO3,Ag,Y,2.666666667,3.733333333,22.71762325,33.02060338,1.51,2.22,0.642857143,0.823933119,246.954631,189.794791,188.556444,0.965217391,1.28,0.95,0.9,1.93,1.22,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,224,600,4.469,17.0,3,1795.0,3618.0,123,219,88.90584,1,0,0,0,0,0,0
AgZnO3,Ag,Zn,2.666666667,2.316666667,22.71762325,12.74245769,1.51,1.79,0.528571429,0.885535595,245.992944,189.794791,187.711631,0.836448598,1.28,0.95,0.74,1.93,1.65,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,139,906,7.134,120.0,12,692.68,1180.0,122,139,65.4,1,0,0,0,0,0,0
AgZrO3,Ag,Zr,2.666666667,3.516666667,22.71762325,39.1464312,1.51,2.11,0.514285714,0.893889705,248.9676,189.794791,190.599311,0.995283019,1.28,0.95,0.72,1.93,1.33,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,211,640,6.506,23.0,4,2128.0,4682.0,125,186,91.22,0,0,0,1,0,0,0
Al2O3,Al,Al,2.383333333,2.383333333,17.17139441,17.17139441,1.83,1.83,0.385714286,0.707106781,242.0,186.698599,186.698599,0.943298969,0.54,0.54,0.54,1.61,1.61,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,1,0,0,0,0,0,0
AlAcO3,Al,Ac,2.383333333,3.25,17.17139441,24.35614422,1.83,2.34,0.8,0.544359982,240.976591,186.698599,185.507196,0.928571429,0.54,0.54,1.12,1.61,1.1,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775,0,0,0,1,0,0,0
AlAgO3,Al,Ag,2.383333333,2.666666667,17.17139441,22.71762325,1.83,1.51,0.535714286,0.638040537,244.990784,186.698599,189.794791,0.702325581,0.54,0.54,0.75,1.61,1.93,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,1,1,0,1,0,0,0
AlAsO3,Al,As,2.383333333,1.983333333,17.17139441,20.05150846,1.83,1.26,0.414285714,0.692821796,239.970759,186.698599,184.857116,0.636363636,0.54,0.54,0.58,1.61,2.18,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159,1,0,0,0,0,0,0
AlAuO3,Al,Au,2.383333333,2.4,17.17139441,24.6013613,1.83,0.9,0.664285714,0.588749852,240.922159,186.698599,185.9271,0.386266094,0.54,0.54,0.93,1.61,2.54,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,1,0,0,0,0,0,0
